,index,Company,Price,Adj Close,low Price,High Price,Volume,returns
33,2020-10-26,AAPL,114.851629589,114.851629589,112.88,116.55,111850657,0.008692628741803946
34,2020-10-23,AAPL,114.841646831,114.841646831,114.28,116.55,82572645,-0.6133909290803158
35,2020-10-22,AAPL,115.550422642,115.550422642,114.59,118.04,101987954,-0.9583297678540998
36,2020-10-21,AAPL,116.668491526,116.668491526,116.45,118.705,89945980,-0.5446344989210471
37,2020-10-20,AAPL,117.307388031,117.307388031,115.63,118.98,124423728,1.319192964282979
38,2020-10-19,AAPL,115.78002607299999,115.78002607299999,115.66,120.419,120639337,-2.5541925732854356
39,2020-10-16,AAPL,118.81478447399999,118.81478447399999,118.81,121.54799999999999,115393808,-1.4000497056084884
40,2020-10-15,AAPL,120.501870558,120.501870558,118.15,121.2,112559219,-0.39607228320022386
41,2020-10-14,AAPL,120.98104293700001,120.98104293700001,119.62,123.03,151062308,0.07431874478885077
42,2020-10-13,AAPL,120.891198116,120.891198116,119.65,125.39,262330451,-2.65273311931932
